Distance on line [m], x-coordinate [m], y-coordinate [m], Velocity magnitude [m/s]
0,0.08814009876,0.1232085596,NaN
0.0003695041733,0.08814073039,0.1228390559,0.002500701274
0.0007390083466,0.08814136202,0.1224695523,0.002625066101
0.00110851252,0.08814199365,0.1221000487,0.003100034191
0.001478016693,0.08814262528,0.121730545,0.003590424811
0.001847520867,0.08814325691,0.1213610414,0.004080890274
0.00221702504,0.08814388854,0.1209915378,0.004571430148
0.002586529213,0.08814452017,0.1206220341,0.005062044003
0.002956033386,0.0881451518,0.1202525305,0.005552731412
0.00332553756,0.08814578343,0.1198830269,0.006043491951
0.003695041733,0.08814641506,0.1195135232,0.006534325196
0.004064545906,0.08814704669,0.1191440196,0.007025230728
0.00443405008,0.08814767832,0.118774516,0.007510017741
0.004803554253,0.08814830995,0.1184050123,0.007816208414
0.005173058426,0.08814894158,0.1180355087,0.00803841587
0.0055425626,0.08814957321,0.1176660051,0.008264064881
0.005912066773,0.08815020484,0.1172965014,0.00848971278
0.006281570946,0.08815083647,0.1169269978,0.0087153598
0.00665107512,0.0881514681,0.1165574942,0.008941006175
0.007020579293,0.08815209973,0.1161879905,0.009166652136
0.007390083466,0.08815273136,0.1158184869,0.009392297911
0.007759587639,0.08815336299,0.1154489833,0.009617943731
0.008129091813,0.08815399462,0.1150794796,0.009839971365
0.008498595986,0.08815462625,0.114709976,0.01013236007
0.008868100159,0.08815525788,0.1143404724,0.01060065109
0.009237604333,0.08815588951,0.1139709687,0.01107014936
0.009607108506,0.08815652114,0.1136014651,0.0115396266
0.009976612679,0.08815715277,0.1132319615,0.01200908278
0.01034611685,0.0881577844,0.1128624578,0.01247851791
0.01071562103,0.08815841603,0.1124929542,0.01294793197
0.0110851252,0.08815904766,0.1121234506,0.01341732495
0.01145462937,0.08815967929,0.1117539469,0.01388669685
0.01182413355,0.08816031092,0.1113844433,0.01435604766
0.01219363772,0.08816094255,0.1110149397,0.01482745511
0.01256314189,0.08816157418,0.110645436,0.01533530874
0.01293264607,0.08816220581,0.1102759324,0.01585776282
0.01330215024,0.08816283744,0.1099064288,0.01637986105
0.01367165441,0.08816346907,0.1095369251,0.01690192764
0.01404115859,0.0881641007,0.1091674215,0.0174239623
0.01441066276,0.08816473233,0.1087979179,0.01794596471
0.01478016693,0.08816536396,0.1084284142,0.01846793456
0.01514967111,0.08816599559,0.1080589106,0.01898987155
0.01551917528,0.08816662722,0.107689407,0.01951177538
0.01588867945,0.08816725885,0.1073199033,0.02003561766
0.01625818363,0.08816789048,0.1069503997,0.02052104187
0.0166276878,0.08816852211,0.1065808961,0.02091645164
0.01699719197,0.08816915374,0.1062113924,0.02131417515
0.01736669615,0.08816978537,0.1058418888,0.02171193275
0.01773620032,0.088170417,0.1054723852,0.02210972446
0.01810570449,0.08817104863,0.1051028815,0.02250755026
0.01847520867,0.08817168026,0.1047333779,0.02290541016
0.01884471284,0.08817231189,0.1043638743,0.02330330416
0.01921421701,0.08817294352,0.1039943706,0.02370123226
0.01958372119,0.08817357515,0.103624867,0.02409919446
0.01995322536,0.08817420678,0.1032553634,0.02449212617
0.02032272953,0.08817483841,0.1028858597,0.02480579829
0.02069223371,0.08817547004,0.1025163561,0.02509415
0.02106173788,0.08817610167,0.1021468525,0.02538258207
0.02143124205,0.0881767333,0.1017773488,0.02567100913
0.02180074623,0.08817736494,0.1014078452,0.02595943106
0.0221702504,0.08817799657,0.1010383416,0.02624784773
0.02253975457,0.0881786282,0.1006688379,0.02653625902
0.02290925875,0.08817925983,0.1002993343,0.02682466482
0.02327876292,0.08817989146,0.09992983066,0.02711306499
0.02364826709,0.08818052309,0.09956032703,0.02740344488
0.02401777126,0.08818115472,0.09919082339,0.02764389028
0.02438727544,0.08818178635,0.09882131976,0.02777657308
0.02475677961,0.08818241798,0.09845181613,0.02791419382
0.02512628378,0.08818304961,0.09808231249,0.02805180102
0.02549578796,0.08818368124,0.09771280886,0.02818939462
0.02586529213,0.08818431287,0.09734330523,0.02832697457
0.0262347963,0.0881849445,0.09697380159,0.02846454082
0.02660430048,0.08818557613,0.09660429796,0.02860209332
0.02697380465,0.08818620776,0.09623479433,0.028739632
0.02734330882,0.08818683939,0.09586529069,0.02887715827
0.027712813,0.08818747102,0.09549578706,0.02900935203
0.02808231717,0.08818810265,0.09512628343,0.02904659094
0.02845182134,0.08818873428,0.09475677979,0.02906113927
0.02882132552,0.08818936591,0.09438727616,0.02907568534
0.02919082969,0.08818999754,0.09401777253,0.02909022913
0.02956033386,0.08819062917,0.09364826889,0.02910477065
0.02992983804,0.0881912608,0.09327876526,0.02911930989
0.03029934221,0.08819189243,0.09290926163,0.02913384684
0.03066884638,0.08819252406,0.09253975799,0.02914838151
0.03103835056,0.08819315569,0.09217025436,0.02916291388
0.03140785473,0.08819378732,0.09180075073,0.02917768988
0.0317773589,0.08819441895,0.09143124709,0.02918078708
0.03214686308,0.08819505058,0.09106174346,0.02916132977
